hotend_ist;hotend_soll;bed_ist;bed_soll
187,24 ;220,00 ;60,37 ;/60,00 
187,24 ;220,00 ;60,37 ;/60,00 
188,03 ;220,00 ;60,66 ;/60,00 
188,95 ;220,00 ;60,68 ;/60,00 
189,01 ;220,00 ;60,76 ;/60,00 
189,85 ;220,00 ;60,82 ;/60,00 
191,00 ;220,00 ;60,90 ;/60,00 
191,41 ;220,00 ;60,96 ;/60,00 
192,47 ;220,00 ;61,08 ;/60,00 
193,72 ;220,00 ;61,01 ;/60,00 
193,72 ;220,00 ;61,01 ;/60,00 
195,02 ;220,00 ;61,06 ;/60,00 
195,98 ;220,00 ;61,00 ;/60,00 
195,98 ;220,00 ;61,00 ;/60,00 
196,95 ;220,00 ;60,95 ;/60,00 
197,68 ;220,00 ;60,88 ;/60,00 
198,00 ;220,00 ;60,86 ;/60,00 
198,85 ;220,00 ;60,83 ;/60,00 
199,81 ;220,00 ;60,84 ;/60,00 
199,97 ;220,00 ;60,81 ;/60,00 
201,22 ;220,00 ;60,83 ;/60,00 
202,19 ;220,00 ;60,75 ;/60,00 
202,34 ;220,00 ;60,66 ;/60,00 
203,47 ;220,00 ;60,63 ;/60,00 
204,69 ;220,00 ;60,60 ;/60,00 
204,69 ;220,00 ;60,60 ;/60,00 
205,53 ;220,00 ;60,49 ;/60,00 
206,63 ;220,00 ;60,43 ;/60,00 
206,63 ;220,00 ;60,43 ;/60,00 
207,66 ;220,00 ;60,37 ;/60,00 
208,53 ;220,00 ;60,29 ;/60,00 
208,78 ;220,00 ;60,29 ;/60,00 
209,45 ;220,00 ;60,31 ;/60,00 
210,31 ;220,00 ;60,14 ;/60,00 
210,61 ;220,00 ;60,17 ;/60,00 
211,66 ;220,00 ;60,14 ;/60,00 
212,79 ;220,00 ;60,01 ;/60,00 
212,60 ;220,00 ;60,01 ;/60,00 
213,46 ;220,00 ;59,92 ;/60,00 
214,44 ;220,00 ;59,86 ;/60,00 
214,44 ;220,00 ;59,86 ;/60,00 
215,34 ;220,00 ;59,80 ;/60,00 
215,83 ;220,00 ;59,83 ;/60,00 
215,83 ;220,00 ;59,83 ;/60,00 
216,50 ;220,00 ;59,82 ;/60,00 
216,76 ;220,00 ;59,86 ;/60,00 
217,06 ;220,00 ;59,82 ;/60,00 
217,44 ;220,00 ;60,07 ;/60,00 
217,81 ;220,00 ;60,02 ;/60,00 
217,74 ;220,00 ;60,06 ;/60,00 
218,11 ;220,00 ;60,08 ;/60,00 
218,34 ;220,00 ;60,30 ;/60,00 
218,34 ;220,00 ;60,30 ;/60,00 
218,41 ;220,00 ;60,41 ;/60,00 
218,56 ;220,00 ;60,56 ;/60,00 
218,56 ;220,00 ;60,56 ;/60,00 
218,68 ;220,00 ;60,71 ;/60,00 
218,83 ;220,00 ;60,81 ;/60,00 
218,83 ;220,00 ;60,81 ;/60,00 
218,98 ;220,00 ;60,93 ;/60,00 
219,01 ;220,00 ;61,08 ;/60,00 
218,94 ;220,00 ;61,02 ;/60,00 
219,27 ;220,00 ;61,06 ;/60,00 
219,20 ;220,00 ;61,05 ;/60,00 
219,05 ;220,00 ;61,12 ;/60,00 
219,31 ;220,00 ;61,11 ;/60,00 
219,50 ;220,00 ;61,10 ;/60,00 
219,50 ;220,00 ;61,10 ;/60,00 
219,54 ;220,00 ;61,01 ;/60,00 
219,65 ;220,00 ;60,94 ;/60,00 
219,65 ;220,00 ;60,94 ;/60,00 
220,02 ;220,00 ;61,00 ;/60,00 
220,10 ;220,00 ;60,90 ;/60,00 
220,10 ;220,00 ;60,90 ;/60,00 
219,73 ;220,00 ;60,69 ;/60,00 
220,18 ;220,00 ;60,67 ;/60,00 
220,48 ;220,00 ;60,50 ;/60,00 
220,44 ;220,00 ;60,44 ;/60,00 
220,59 ;220,00 ;60,16 ;/60,00 
220,66 ;220,00 ;60,15 ;/60,00 
220,63 ;220,00 ;60,02 ;/60,00 
220,25 ;220,00 ;60,00 ;/60,00 
220,29 ;220,00 ;59,97 ;/60,00 
219,88 ;220,00 ;60,19 ;/60,00 
219,88 ;220,00 ;60,52 ;/60,00 
219,58 ;220,00 ;60,68 ;/60,00 
219,54 ;220,00 ;61,02 ;/60,00 
219,50 ;220,00 ;61,20 ;/60,00 
219,50 ;220,00 ;61,25 ;/60,00 
219,54 ;220,00 ;61,24 ;/60,00 
220,06 ;220,00 ;61,15 ;/60,00 
219,99 ;220,00 ;61,01 ;/60,00 
219,84 ;220,00 ;60,90 ;/60,00 
220,29 ;220,00 ;60,80 ;/60,00 
220,29 ;220,00 ;60,80 ;/60,00 
220,36 ;220,00 ;60,59 ;/60,00 
220,48 ;220,00 ;60,49 ;/60,00 
220,63 ;220,00 ;60,31 ;/60,00 
220,14 ;220,00 ;60,24 ;/60,00 
219,84 ;220,00 ;60,20 ;/60,00 
219,95 ;220,00 ;60,05 ;/60,00 
219,58 ;220,00 ;59,91 ;/60,00 
219,69 ;210,00 ;59,82 ;/60,00 
218,94 ;210,00 ;59,74 ;/60,00 
218,75 ;210,00 ;59,70 ;/60,00 
217,44 ;210,00 ;59,87 ;/60,00 
215,90 ;210,00 ;60,15 ;/60,00 
213,99 ;210,00 ;60,41 ;/60,00 
211,93 ;210,00 ;60,81 ;/60,00 
209,71 ;210,00 ;61,10 ;/60,00 
208,00 ;210,00 ;61,23 ;/60,00 
206,75 ;210,00 ;61,30 ;/60,00 
206,06 ;210,00 ;61,30 ;/60,00 
205,91 ;210,00 ;61,25 ;/60,00 
206,16 ;210,00 ;61,09 ;/60,00 
206,81 ;210,00 ;60,98 ;/60,00 
207,69 ;210,00 ;60,88 ;/60,00 
209,00 ;210,00 ;60,82 ;/60,00 
210,09 ;210,00 ;60,76 ;/60,00 
211,25 ;0,00 ;60,60 ;/0,00 
211,74 ;0,00 ;60,51 ;/0,00 
211,70 ;0,00 ;60,41 ;/0,00 
211,06 ;220,00 ;60,30 ;/0,00 
210,09 ;220,00 ;60,22 ;/60,00 
209,56 ;220,00 ;60,15 ;/60,00 
209,64 ;220,00 ;60,06 ;/60,00 
210,20 ;220,00 ;59,91 ;/60,00 
211,21 ;220,00 ;59,88 ;/60,00 
212,79 ;220,00 ;59,78 ;/60,00 
214,10 ;220,00 ;59,67 ;/60,00 
215,71 ;220,00 ;59,79 ;/60,00 
217,21 ;220,00 ;60,01 ;/60,00 
218,34 ;220,00 ;60,35 ;/60,00 
219,24 ;220,00 ;60,65 ;/60,00 
219,88 ;220,00 ;61,01 ;/60,00 
220,25 ;220,00 ;61,15 ;/60,00 
220,33 ;220,00 ;61,28 ;/60,00 
220,10 ;220,00 ;61,30 ;/60,00 
219,76 ;220,00 ;61,26 ;/60,00 
219,24 ;220,00 ;61,13 ;/60,00 
219,05 ;220,00 ;61,01 ;/60,00 
218,71 ;220,00 ;60,90 ;/60,00 
218,75 ;220,00 ;60,81 ;/60,00 
218,71 ;220,00 ;60,60 ;/60,00 
219,39 ;220,00 ;60,51 ;/60,00 
219,76 ;220,00 ;60,38 ;/60,00 
220,36 ;220,00 ;60,38 ;/60,00 
221,25 ;220,00 ;60,19 ;/60,00 
221,25 ;220,00 ;60,07 ;/60,00 
221,45 ;220,00 ;59,96 ;/60,00 
221,45 ;220,00 ;59,91 ;/60,00 
220,93 ;220,00 ;60,05 ;/60,00 
220,48 ;220,00 ;60,28 ;/60,00 
219,73 ;220,00 ;60,32 ;/60,00 
219,20 ;220,00 ;60,37 ;/60,00 
218,71 ;220,00 ;60,22 ;/60,00 
218,45 ;220,00 ;60,14 ;/60,00 
218,11 ;220,00 ;60,09 ;/60,00 
218,30 ;220,00 ;60,02 ;/60,00 
218,75 ;220,00 ;59,82 ;/60,00 
219,31 ;220,00 ;59,83 ;/60,00 
219,95 ;220,00 ;59,99 ;/60,00 
220,70 ;220,00 ;60,20 ;/60,00 
220,74 ;220,00 ;60,50 ;/60,00 
221,25 ;220,00 ;60,80 ;/60,00 
221,20 ;220,00 ;60,96 ;/60,00 
221,10 ;220,00 ;61,19 ;/60,00 
220,59 ;220,00 ;61,18 ;/60,00 
220,25 ;220,00 ;61,11 ;/60,00 
219,65 ;220,00 ;61,13 ;/60,00 
219,09 ;220,00 ;60,89 ;/60,00 
218,94 ;220,00 ;60,86 ;/60,00 
218,56 ;220,00 ;60,67 ;/60,00 
218,79 ;220,00 ;60,60 ;/60,00 
219,27 ;220,00 ;60,46 ;/60,00 
219,61 ;220,00 ;60,35 ;/60,00 
220,18 ;220,00 ;60,22 ;/60,00 
220,66 ;220,00 ;60,14 ;/60,00 
220,66 ;210,00 ;59,99 ;/60,00 
221,10 ;210,00 ;59,93 ;/60,00 
220,66 ;210,00 ;59,77 ;/60,00 
219,65 ;210,00 ;60,01 ;/60,00 
218,15 ;210,00 ;60,13 ;/60,00 
217,02 ;210,00 ;60,31 ;/60,00 
214,55 ;210,00 ;60,42 ;/60,00 
212,04 ;210,00 ;60,37 ;/60,00 
209,52 ;210,00 ;60,37 ;/60,00 
207,34 ;210,00 ;60,41 ;/60,00 
205,06 ;210,00 ;60,24 ;/60,00 
203,25 ;210,00 ;60,14 ;/60,00 
202,44 ;210,00 ;60,05 ;/60,00 
202,09 ;210,00 ;59,97 ;/60,00 
202,72 ;210,00 ;59,96 ;/60,00 
203,50 ;210,00 ;59,79 ;/60,00 
204,66 ;210,00 ;59,61 ;/60,00 
206,16 ;210,00 ;59,62 ;/60,00 
207,25 ;210,00 ;59,67 ;/60,00 
208,22 ;210,00 ;59,93 ;/60,00 
209,08 ;210,00 ;60,28 ;/60,00 
209,52 ;210,00 ;60,54 ;/60,00 
209,83 ;210,00 ;60,83 ;/60,00 
209,71 ;210,00 ;61,10 ;/60,00 
209,52 ;210,00 ;61,04 ;/60,00 
209,41 ;210,00 ;61,11 ;/60,00 
209,19 ;210,00 ;61,18 ;/60,00 
209,00 ;210,00 ;61,00 ;/60,00 
208,88 ;210,00 ;60,88 ;/60,00 
209,34 ;210,00 ;60,81 ;/60,00 
209,41 ;210,00 ;60,63 ;/60,00 
209,90 ;210,00 ;60,61 ;/60,00 
210,58 ;210,00 ;60,46 ;/60,00 
211,18 ;210,00 ;60,31 ;/60,00 
211,25 ;210,00 ;60,23 ;/60,00 
210,91 ;210,00 ;60,07 ;/60,00 
210,91 ;210,00 ;60,13 ;/60,00 
210,43 ;210,00 ;60,01 ;/60,00 
209,75 ;210,00 ;59,86 ;/60,00 
209,34 ;210,00 ;59,84 ;/60,00 
208,91 ;210,00 ;59,83 ;/60,00 
209,11 ;210,00 ;59,92 ;/60,00 
208,84 ;210,00 ;60,10 ;/60,00 
209,19 ;210,00 ;60,32 ;/60,00 
209,38 ;210,00 ;60,42 ;/60,00 
210,39 ;210,00 ;60,47 ;/60,00 
210,58 ;210,00 ;60,39 ;/60,00 
210,95 ;210,00 ;60,37 ;/60,00 
211,10 ;210,00 ;60,21 ;/60,00 
211,29 ;210,00 ;60,16 ;/60,00 
210,91 ;210,00 ;60,09 ;/60,00 
210,61 ;210,00 ;59,96 ;/60,00 
209,90 ;210,00 ;59,87 ;/60,00 
209,30 ;210,00 ;59,80 ;/60,00 
208,75 ;210,00 ;60,09 ;/60,00 
208,53 ;210,00 ;60,25 ;/60,00 
208,78 ;210,00 ;60,46 ;/60,00 
209,08 ;210,00 ;60,45 ;/60,00 
209,68 ;210,00 ;60,41 ;/60,00 
210,43 ;210,00 ;60,37 ;/60,00 
210,80 ;210,00 ;60,36 ;/60,00 
210,99 ;210,00 ;60,27 ;/60,00 
211,40 ;210,00 ;60,14 ;/60,00 
211,10 ;210,00 ;60,09 ;/60,00 
210,50 ;210,00 ;59,97 ;/60,00 
210,05 ;210,00 ;59,95 ;/60,00 
209,68 ;210,00 ;59,92 ;/60,00 
209,08 ;210,00 ;60,19 ;/60,00 
208,78 ;210,00 ;60,35 ;/60,00 
208,81 ;210,00 ;60,54 ;/60,00 
208,84 ;210,00 ;60,50 ;/60,00 
209,26 ;210,00 ;60,46 ;/60,00 
209,98 ;210,00 ;60,42 ;/60,00 
210,46 ;210,00 ;60,29 ;/60,00 
210,99 ;210,00 ;60,25 ;/60,00 
211,25 ;0,00 ;60,17 ;/0,00 
211,02 ;0,00 ;60,05 ;/0,00 
210,58 ;220,00 ;59,90 ;/0,00 
209,64 ;220,00 ;59,90 ;/60,00 
208,84 ;220,00 ;59,80 ;/60,00 
208,75 ;220,00 ;59,65 ;/60,00 
209,52 ;220,00 ;59,70 ;/60,00 
210,69 ;220,00 ;59,92 ;/60,00 
212,15 ;220,00 ;60,22 ;/60,00 
213,73 ;220,00 ;60,46 ;/60,00 
215,30 ;220,00 ;60,79 ;/60,00 
216,91 ;220,00 ;61,13 ;/60,00 
218,00 ;220,00 ;61,26 ;/60,00 
219,13 ;220,00 ;61,31 ;/60,00 
219,31 ;220,00 ;61,23 ;/60,00 
219,73 ;220,00 ;61,24 ;/60,00 
219,76 ;220,00 ;61,13 ;/60,00 
219,65 ;220,00 ;61,09 ;/60,00 
219,73 ;220,00 ;61,16 ;/60,00 
219,69 ;220,00 ;61,10 ;/60,00 
219,50 ;220,00 ;61,04 ;/60,00 
219,27 ;220,00 ;61,00 ;/60,00 
219,13 ;220,00 ;61,06 ;/60,00 
219,09 ;220,00 ;61,03 ;/60,00 
218,98 ;220,00 ;60,96 ;/60,00 
218,64 ;220,00 ;60,90 ;/60,00 
218,86 ;220,00 ;60,95 ;/60,00 
218,83 ;220,00 ;60,83 ;/60,00 
218,56 ;220,00 ;60,82 ;/60,00 
218,60 ;220,00 ;60,83 ;/60,00 
218,75 ;220,00 ;60,78 ;/60,00 
218,83 ;220,00 ;60,63 ;/60,00 
218,75 ;220,00 ;60,76 ;/60,00 
219,09 ;220,00 ;60,63 ;/60,00 
219,43 ;220,00 ;60,54 ;/60,00 
220,29 ;220,00 ;60,47 ;/60,00 
220,59 ;220,00 ;60,36 ;/60,00 
221,10 ;220,00 ;60,28 ;/60,00 
221,15 ;220,00 ;60,21 ;/60,00 
220,96 ;220,00 ;60,13 ;/60,00 
220,74 ;220,00 ;59,95 ;/60,00 
219,91 ;220,00 ;59,88 ;/60,00 
219,80 ;220,00 ;59,96 ;/60,00 
219,09 ;220,00 ;60,08 ;/60,00 
218,75 ;220,00 ;60,20 ;/60,00 
218,56 ;220,00 ;60,47 ;/60,00 
218,94 ;220,00 ;60,57 ;/60,00 
219,20 ;220,00 ;60,52 ;/60,00 
219,54 ;220,00 ;60,50 ;/60,00 
219,99 ;220,00 ;60,44 ;/60,00 
220,74 ;220,00 ;60,38 ;/60,00 
221,10 ;220,00 ;60,31 ;/60,00 
220,93 ;220,00 ;60,19 ;/60,00 
221,35 ;220,00 ;60,07 ;/60,00 
221,20 ;220,00 ;60,01 ;/60,00 
220,81 ;220,00 ;59,87 ;/60,00 
220,40 ;220,00 ;59,84 ;/60,00 
219,58 ;220,00 ;59,80 ;/60,00 
219,61 ;220,00 ;59,87 ;/60,00 
219,39 ;220,00 ;60,06 ;/60,00 
218,83 ;210,00 ;60,39 ;/60,00 
218,75 ;210,00 ;60,65 ;/60,00 
218,94 ;210,00 ;60,97 ;/60,00 
218,23 ;210,00 ;61,11 ;/60,00 
217,02 ;210,00 ;61,30 ;/60,00 
215,19 ;210,00 ;61,19 ;/60,00 
213,24 ;210,00 ;61,26 ;/60,00 
210,99 ;210,00 ;61,13 ;/60,00 
209,08 ;210,00 ;60,97 ;/60,00 
207,16 ;210,00 ;60,97 ;/60,00 
206,28 ;210,00 ;60,86 ;/60,00 
205,75 ;210,00 ;60,66 ;/60,00 
206,19 ;210,00 ;60,57 ;/60,00 
207,06 ;210,00 ;60,50 ;/60,00 
207,72 ;210,00 ;60,44 ;/60,00 
208,72 ;210,00 ;60,28 ;/60,00 
209,94 ;210,00 ;60,16 ;/60,00 
210,69 ;210,00 ;60,07 ;/60,00 
211,06 ;210,00 ;60,07 ;/60,00 
211,21 ;210,00 ;59,91 ;/60,00 
211,06 ;210,00 ;59,84 ;/60,00 
210,35 ;210,00 ;60,01 ;/60,00 
209,45 ;210,00 ;60,28 ;/60,00 
208,84 ;210,00 ;60,42 ;/60,00 
208,28 ;210,00 ;60,53 ;/60,00 
208,03 ;210,00 ;60,50 ;/60,00 
208,38 ;210,00 ;60,45 ;/60,00 
208,72 ;210,00 ;60,39 ;/60,00 
209,38 ;210,00 ;60,32 ;/60,00 
210,13 ;210,00 ;60,22 ;/60,00 
211,18 ;210,00 ;60,07 ;/60,00 
211,44 ;210,00 ;60,03 ;/60,00 
212,11 ;210,00 ;59,96 ;/60,00 
211,85 ;210,00 ;59,90 ;/60,00 
211,55 ;210,00 ;59,74 ;/60,00 
210,65 ;210,00 ;59,75 ;/60,00 
210,05 ;210,00 ;59,73 ;/60,00 
209,19 ;210,00 ;59,95 ;/60,00 
208,44 ;210,00 ;60,24 ;/60,00 
208,28 ;210,00 ;60,66 ;/60,00 
208,22 ;210,00 ;60,91 ;/60,00 
208,72 ;210,00 ;61,12 ;/60,00 
209,30 ;210,00 ;61,15 ;/60,00 
210,24 ;210,00 ;61,20 ;/60,00 
210,84 ;210,00 ;61,12 ;/60,00 
211,33 ;210,00 ;61,02 ;/60,00 
211,93 ;210,00 ;60,93 ;/60,00 
211,63 ;210,00 ;60,84 ;/60,00 
211,06 ;210,00 ;60,76 ;/60,00 
210,24 ;210,00 ;60,57 ;/60,00 
209,90 ;210,00 ;60,51 ;/60,00 
209,04 ;210,00 ;60,29 ;/60,00 
208,75 ;210,00 ;60,27 ;/60,00 
208,31 ;210,00 ;60,15 ;/60,00 
208,47 ;210,00 ;60,07 ;/60,00 
208,75 ;210,00 ;59,91 ;/60,00 
209,41 ;210,00 ;59,84 ;/60,00 
210,39 ;210,00 ;59,79 ;/60,00 
210,61 ;210,00 ;59,79 ;/60,00 
211,06 ;210,00 ;59,80 ;/60,00 
211,25 ;210,00 ;60,12 ;/60,00 
211,40 ;210,00 ;60,35 ;/60,00 
211,40 ;210,00 ;60,65 ;/60,00 
210,73 ;210,00 ;61,08 ;/60,00 
209,98 ;210,00 ;61,25 ;/60,00 
209,30 ;210,00 ;61,28 ;/60,00 
209,11 ;210,00 ;61,30 ;/60,00 
208,91 ;210,00 ;61,18 ;/60,00 
208,84 ;210,00 ;61,02 ;/60,00 
208,94 ;210,00 ;61,02 ;/60,00 
209,49 ;210,00 ;60,94 ;/60,00 
209,79 ;210,00 ;60,82 ;/60,00 
210,24 ;210,00 ;60,66 ;/60,00 
210,84 ;210,00 ;60,64 ;/60,00 
210,99 ;210,00 ;60,42 ;/60,00 
210,91 ;210,00 ;60,34 ;/60,00 
210,80 ;210,00 ;60,24 ;/60,00 
210,27 ;210,00 ;60,22 ;/60,00 
209,86 ;210,00 ;60,07 ;/60,00 
209,64 ;210,00 ;60,05 ;/60,00 
209,15 ;210,00 ;59,90 ;/60,00 
209,19 ;210,00 ;59,93 ;/60,00 
209,19 ;210,00 ;60,15 ;/60,00 
209,38 ;210,00 ;60,20 ;/60,00 
209,94 ;210,00 ;60,38 ;/60,00 
209,79 ;210,00 ;60,46 ;/60,00 
210,24 ;210,00 ;60,49 ;/60,00 
210,50 ;210,00 ;60,43 ;/60,00 
210,50 ;210,00 ;60,41 ;/60,00 
210,76 ;210,00 ;60,30 ;/60,00 
210,58 ;210,00 ;60,17 ;/60,00 
210,43 ;210,00 ;60,08 ;/60,00 
210,24 ;210,00 ;60,07 ;/60,00 
210,24 ;210,00 ;59,91 ;/60,00 
209,56 ;210,00 ;59,80 ;/60,00 
209,30 ;210,00 ;59,74 ;/60,00 
209,49 ;210,00 ;59,69 ;/60,00 
209,26 ;210,00 ;59,82 ;/60,00 
209,41 ;210,00 ;60,12 ;/60,00 
209,64 ;210,00 ;60,34 ;/60,00 
209,98 ;210,00 ;60,68 ;/60,00 
210,05 ;210,00 ;60,97 ;/60,00 
210,35 ;210,00 ;61,19 ;/60,00 
210,50 ;210,00 ;61,24 ;/60,00 
210,73 ;210,00 ;61,24 ;/60,00 
210,58 ;210,00 ;61,10 ;/60,00 
210,35 ;210,00 ;61,12 ;/60,00 
210,24 ;210,00 ;61,05 ;/60,00 
210,09 ;210,00 ;60,95 ;/60,00 
209,56 ;210,00 ;60,64 ;/60,00 
209,75 ;210,00 ;60,67 ;/60,00 
209,68 ;210,00 ;60,50 ;/60,00 
209,52 ;210,00 ;60,44 ;/60,00 
209,75 ;210,00 ;60,37 ;/60,00 
210,24 ;210,00 ;60,19 ;/60,00 
210,24 ;210,00 ;60,09 ;/60,00 
210,05 ;210,00 ;60,07 ;/60,00 
210,27 ;210,00 ;60,00 ;/60,00 
210,13 ;210,00 ;59,88 ;/60,00 
210,09 ;210,00 ;59,69 ;/60,00 
210,20 ;210,00 ;60,03 ;/60,00 
209,94 ;210,00 ;60,24 ;/60,00 
209,71 ;210,00 ;60,32 ;/60,00 
209,71 ;210,00 ;60,42 ;/60,00 
209,79 ;210,00 ;60,37 ;/60,00 
209,90 ;210,00 ;60,41 ;/60,00 
209,83 ;210,00 ;60,30 ;/60,00 
210,01 ;210,00 ;60,30 ;/60,00 
210,13 ;210,00 ;60,17 ;/60,00 
210,39 ;210,00 ;60,03 ;/60,00 
210,43 ;210,00 ;59,91 ;/60,00 
210,27 ;210,00 ;59,95 ;/60,00 
210,20 ;210,00 ;60,01 ;/60,00 
209,94 ;210,00 ;60,06 ;/60,00 
209,83 ;210,00 ;60,24 ;/60,00 
209,75 ;210,00 ;60,44 ;/60,00 
209,68 ;210,00 ;60,39 ;/60,00 
209,60 ;210,00 ;60,41 ;/60,00 
209,49 ;210,00 ;60,38 ;/60,00 
209,83 ;210,00 ;60,42 ;/60,00 
210,27 ;210,00 ;60,22 ;/60,00 
210,24 ;210,00 ;60,12 ;/60,00 
210,31 ;210,00 ;60,05 ;/60,00 
210,31 ;210,00 ;59,84 ;/60,00 
210,31 ;210,00 ;59,84 ;/60,00 
210,31 ;210,00 ;60,06 ;/60,00 
209,98 ;210,00 ;60,23 ;/60,00 
209,79 ;210,00 ;60,36 ;/60,00 
209,83 ;210,00 ;60,39 ;/60,00 
209,30 ;210,00 ;60,41 ;/60,00 
209,75 ;210,00 ;60,42 ;/60,00 
209,56 ;210,00 ;60,39 ;/60,00 
209,71 ;210,00 ;60,24 ;/60,00 
209,90 ;210,00 ;60,22 ;/60,00 
209,94 ;210,00 ;60,12 ;/60,00 
210,24 ;210,00 ;59,93 ;/60,00 
210,35 ;210,00 ;59,91 ;/60,00 
210,43 ;210,00 ;59,87 ;/60,00 
210,31 ;210,00 ;60,02 ;/60,00 
210,39 ;210,00 ;60,22 ;/60,00 
210,05 ;210,00 ;60,29 ;/60,00 
209,94 ;210,00 ;60,41 ;/60,00 
209,75 ;210,00 ;60,41 ;/60,00 
209,30 ;210,00 ;60,35 ;/60,00 
209,41 ;210,00 ;60,24 ;/60,00 
209,52 ;210,00 ;60,20 ;/60,00 
209,64 ;210,00 ;60,09 ;/60,00 
209,56 ;210,00 ;60,00 ;/60,00 
209,86 ;210,00 ;59,87 ;/60,00 
210,13 ;210,00 ;59,74 ;/60,00 
210,31 ;210,00 ;59,82 ;/60,00 
210,65 ;210,00 ;59,88 ;/60,00 
210,58 ;210,00 ;60,23 ;/60,00 
210,88 ;210,00 ;60,28 ;/60,00 
210,50 ;210,00 ;60,36 ;/60,00 
210,35 ;210,00 ;60,35 ;/60,00 
210,01 ;210,00 ;60,32 ;/60,00 
209,79 ;210,00 ;60,20 ;/60,00 
209,41 ;210,00 ;60,10 ;/60,00 
209,19 ;210,00 ;60,02 ;/60,00 
209,19 ;210,00 ;59,93 ;/60,00 
209,49 ;210,00 ;59,80 ;/60,00 
209,71 ;210,00 ;59,82 ;/60,00 
210,01 ;210,00 ;59,82 ;/60,00 
210,58 ;210,00 ;60,05 ;/60,00 
210,58 ;210,00 ;60,27 ;/60,00 
210,73 ;210,00 ;60,30 ;/60,00 
210,95 ;210,00 ;60,39 ;/60,00 
210,73 ;210,00 ;60,34 ;/60,00 
210,31 ;210,00 ;60,31 ;/60,00 
210,16 ;210,00 ;60,21 ;/60,00 
210,01 ;210,00 ;60,10 ;/60,00 
209,56 ;210,00 ;60,01 ;/60,00 
209,45 ;210,00 ;59,93 ;/60,00 
209,34 ;210,00 ;59,79 ;/60,00 
209,60 ;210,00 ;59,82 ;/60,00 
209,71 ;210,00 ;59,86 ;/60,00 
209,75 ;210,00 ;60,12 ;/60,00 
210,16 ;0,00 ;60,44 ;/0,00 
210,27 ;0,00 ;60,80 ;/0,00 
209,64 ;0,00 ;61,09 ;/0,00 
208,66 ;0,00 ;61,26 ;/0,00 
207,47 ;0,00 ;61,26 ;/0,00 
205,66 ;0,00 ;61,25 ;/0,00 
203,78 ;0,00 ;61,22 ;/0,00 
201,72 ;0,00 ;61,13 ;/0,00 
199,44 ;0,00 ;61,00 ;/0,00 
197,30 ;0,00 ;60,90 ;/0,00 
195,15 ;0,00 ;60,82 ;/0,00 
192,69 ;0,00 ;60,73 ;/0,00 
190,00 ;220,00 ;60,58 ;/0,00 
188,31 ;220,00 ;60,50 ;/60,00 
187,17 ;220,00 ;60,39 ;/60,00 
186,23 ;220,00 ;60,42 ;/60,00 
186,45 ;220,00 ;60,32 ;/60,00 
187,21 ;220,00 ;60,23 ;/60,00 
188,22 ;220,00 ;60,16 ;/60,00 
189,42 ;220,00 ;60,08 ;/60,00 
191,72 ;220,00 ;60,01 ;/60,00 
194,25 ;220,00 ;59,97 ;/60,00 
196,45 ;220,00 ;59,91 ;/60,00 
198,35 ;220,00 ;60,09 ;/60,00 
200,59 ;220,00 ;60,22 ;/60,00 
203,22 ;220,00 ;60,47 ;/60,00 
205,53 ;220,00 ;60,58 ;/60,00 
207,66 ;220,00 ;60,58 ;/60,00 
209,68 ;220,00 ;60,65 ;/60,00 
211,81 ;220,00 ;60,58 ;/60,00 
213,88 ;220,00 ;60,51 ;/60,00 
215,30 ;220,00 ;60,42 ;/60,00 
216,84 ;220,00 ;60,39 ;/60,00 
217,74 ;220,00 ;60,35 ;/60,00 
218,49 ;220,00 ;60,28 ;/60,00 
219,16 ;220,00 ;60,23 ;/60,00 
219,35 ;220,00 ;60,17 ;/60,00 
219,31 ;220,00 ;60,14 ;/60,00 
219,27 ;220,00 ;60,01 ;/60,00 
219,27 ;220,00 ;59,95 ;/60,00 
219,35 ;220,00 ;59,99 ;/60,00 
219,31 ;220,00 ;60,03 ;/60,00 
219,65 ;220,00 ;60,38 ;/60,00 
219,91 ;220,00 ;60,53 ;/60,00 
220,14 ;220,00 ;60,64 ;/60,00 
220,55 ;220,00 ;60,67 ;/60,00 
220,70 ;220,00 ;60,66 ;/60,00 
220,63 ;220,00 ;60,60 ;/60,00 
220,85 ;220,00 ;60,61 ;/60,00 
220,74 ;220,00 ;60,52 ;/60,00 
220,59 ;220,00 ;60,47 ;/60,00 
220,33 ;220,00 ;60,46 ;/60,00 
220,02 ;220,00 ;60,29 ;/60,00 
219,69 ;220,00 ;60,23 ;/60,00 
219,54 ;220,00 ;60,25 ;/60,00 
219,73 ;220,00 ;60,16 ;/60,00 
219,61 ;220,00 ;60,07 ;/60,00 
219,76 ;220,00 ;60,01 ;/60,00 
219,69 ;220,00 ;59,96 ;/60,00 
219,76 ;220,00 ;59,90 ;/60,00 
220,14 ;220,00 ;59,80 ;/60,00 
220,14 ;220,00 ;60,01 ;/60,00 
220,25 ;220,00 ;60,25 ;/60,00 
220,33 ;220,00 ;60,44 ;/60,00 
220,21 ;220,00 ;60,58 ;/60,00 
220,14 ;220,00 ;60,65 ;/60,00 
220,18 ;220,00 ;60,68 ;/60,00 
219,99 ;220,00 ;60,59 ;/60,00 
219,84 ;220,00 ;60,60 ;/60,00 
219,80 ;220,00 ;60,51 ;/60,00 
219,84 ;220,00 ;60,46 ;/60,00 
