hotend_ist;hotend_soll;bed_ist;bed_soll
219,91 ;220,00 ;60,39 ;/60,00 
220,10 ;220,00 ;60,34 ;/60,00 
219,99 ;220,00 ;60,29 ;/60,00 
220,25 ;220,00 ;60,15 ;/60,00 
220,10 ;220,00 ;60,14 ;/60,00 
220,33 ;220,00 ;60,03 ;/60,00 
220,44 ;220,00 ;59,93 ;/60,00 
220,18 ;220,00 ;59,95 ;/60,00 
220,18 ;220,00 ;59,82 ;/60,00 
219,95 ;220,00 ;59,88 ;/60,00 
219,80 ;220,00 ;59,91 ;/60,00 
219,84 ;220,00 ;60,10 ;/60,00 
219,54 ;220,00 ;60,34 ;/60,00 
219,80 ;220,00 ;60,54 ;/60,00 
219,80 ;220,00 ;60,59 ;/60,00 
219,80 ;220,00 ;60,61 ;/60,00 
219,84 ;220,00 ;60,57 ;/60,00 
219,73 ;220,00 ;60,58 ;/60,00 
219,27 ;220,00 ;60,54 ;/60,00 
219,31 ;220,00 ;60,44 ;/60,00 
219,61 ;220,00 ;60,36 ;/60,00 
219,99 ;220,00 ;60,32 ;/60,00 
220,51 ;220,00 ;60,22 ;/60,00 
221,10 ;220,00 ;60,15 ;/60,00 
221,60 ;220,00 ;60,13 ;/60,00 
221,80 ;220,00 ;60,07 ;/60,00 
221,45 ;220,00 ;60,05 ;/60,00 
221,00 ;220,00 ;59,95 ;/60,00 
220,33 ;220,00 ;60,10 ;/60,00 
219,76 ;220,00 ;60,37 ;/60,00 
218,86 ;220,00 ;60,54 ;/60,00 
218,41 ;220,00 ;60,61 ;/60,00 
218,11 ;220,00 ;60,65 ;/60,00 
218,15 ;220,00 ;60,71 ;/60,00 
218,15 ;220,00 ;60,71 ;/60,00 
218,26 ;220,00 ;60,71 ;/60,00 
218,49 ;220,00 ;60,64 ;/60,00 
218,49 ;220,00 ;60,64 ;/60,00 
218,71 ;220,00 ;60,68 ;/60,00 
218,79 ;220,00 ;60,69 ;/60,00 
218,79 ;220,00 ;60,69 ;/60,00 
219,20 ;220,00 ;60,69 ;/60,00 
219,39 ;220,00 ;60,56 ;/60,00 
219,39 ;220,00 ;60,56 ;/60,00 
219,76 ;220,00 ;60,59 ;/60,00 
220,18 ;220,00 ;60,52 ;/60,00 
220,18 ;220,00 ;60,52 ;/60,00 
220,10 ;220,00 ;60,51 ;/60,00 
220,40 ;220,00 ;60,51 ;/60,00 
220,40 ;220,00 ;60,51 ;/60,00 
220,77 ;220,00 ;60,41 ;/60,00 
220,89 ;220,00 ;60,37 ;/60,00 
220,89 ;220,00 ;60,37 ;/60,00 
221,25 ;220,00 ;60,42 ;/60,00 
221,45 ;220,00 ;60,29 ;/60,00 
221,45 ;220,00 ;60,29 ;/60,00 
221,50 ;220,00 ;60,14 ;/60,00 
221,20 ;220,00 ;60,08 ;/60,00 
220,77 ;220,00 ;60,08 ;/60,00 
220,02 ;220,00 ;59,97 ;/60,00 
219,91 ;220,00 ;59,82 ;/60,00 
218,90 ;220,00 ;59,75 ;/60,00 
218,64 ;220,00 ;59,82 ;/60,00 
218,38 ;220,00 ;59,95 ;/60,00 
218,11 ;220,00 ;60,28 ;/60,00 
218,68 ;220,00 ;60,53 ;/60,00 
219,16 ;220,00 ;60,94 ;/60,00 
219,73 ;220,00 ;61,22 ;/60,00 
220,36 ;220,00 ;61,22 ;/60,00 
220,96 ;220,00 ;61,23 ;/60,00 
221,10 ;220,00 ;61,13 ;/60,00 
221,30 ;220,00 ;61,01 ;/60,00 
221,00 ;220,00 ;60,88 ;/60,00 
220,74 ;220,00 ;60,79 ;/60,00 
220,36 ;220,00 ;60,65 ;/60,00 
219,69 ;220,00 ;60,58 ;/60,00 
219,31 ;220,00 ;60,47 ;/60,00 
219,24 ;220,00 ;60,36 ;/60,00 
218,79 ;220,00 ;60,16 ;/60,00 
219,16 ;220,00 ;60,08 ;/60,00 
219,46 ;220,00 ;59,96 ;/60,00 
219,88 ;220,00 ;59,82 ;/60,00 
220,06 ;220,00 ;59,90 ;/60,00 
220,14 ;210,00 ;60,15 ;/60,00 
220,63 ;210,00 ;60,27 ;/60,00 
220,48 ;210,00 ;60,47 ;/60,00 
219,73 ;210,00 ;60,34 ;/60,00 
218,60 ;210,00 ;60,45 ;/60,00 
217,10 ;210,00 ;60,27 ;/60,00 
215,04 ;210,00 ;60,32 ;/60,00 
212,60 ;210,00 ;60,16 ;/60,00 
210,31 ;210,00 ;60,05 ;/60,00 
207,97 ;210,00 ;59,96 ;/60,00 
205,59 ;210,00 ;59,79 ;/60,00 
204,09 ;210,00 ;59,75 ;/60,00 
202,75 ;210,00 ;59,93 ;/60,00 
202,34 ;210,00 ;60,06 ;/60,00 
202,69 ;210,00 ;60,27 ;/60,00 
203,31 ;210,00 ;60,37 ;/60,00 
204,22 ;210,00 ;60,28 ;/60,00 
205,44 ;210,00 ;60,29 ;/60,00 
206,88 ;210,00 ;60,27 ;/60,00 
207,88 ;210,00 ;60,16 ;/60,00 
208,84 ;210,00 ;60,13 ;/60,00 
209,45 ;210,00 ;59,97 ;/60,00 
209,83 ;210,00 ;59,88 ;/60,00 
209,94 ;210,00 ;59,61 ;/60,00 
210,01 ;210,00 ;59,73 ;/60,00 
209,52 ;210,00 ;60,00 ;/60,00 
208,84 ;210,00 ;60,14 ;/60,00 
208,75 ;210,00 ;60,47 ;/60,00 
208,63 ;210,00 ;60,76 ;/60,00 
208,66 ;210,00 ;60,98 ;/60,00 
209,04 ;210,00 ;61,11 ;/60,00 
209,71 ;210,00 ;61,17 ;/60,00 
210,58 ;210,00 ;61,15 ;/60,00 
210,80 ;210,00 ;61,03 ;/60,00 
211,51 ;210,00 ;61,03 ;/60,00 
211,66 ;210,00 ;60,93 ;/60,00 
211,59 ;210,00 ;60,68 ;/60,00 
211,10 ;210,00 ;60,71 ;/60,00 
210,54 ;210,00 ;60,56 ;/60,00 
209,71 ;210,00 ;60,45 ;/60,00 
209,15 ;210,00 ;60,30 ;/60,00 
208,53 ;210,00 ;60,23 ;/60,00 
208,22 ;210,00 ;60,08 ;/60,00 
208,59 ;210,00 ;59,99 ;/60,00 
208,81 ;210,00 ;59,95 ;/60,00 
209,56 ;210,00 ;60,08 ;/60,00 
210,27 ;210,00 ;60,24 ;/60,00 
210,46 ;210,00 ;60,36 ;/60,00 
211,48 ;210,00 ;60,53 ;/60,00 
211,48 ;210,00 ;60,43 ;/60,00 
211,66 ;210,00 ;60,45 ;/60,00 
210,99 ;210,00 ;60,38 ;/60,00 
210,73 ;210,00 ;60,41 ;/60,00 
209,90 ;210,00 ;60,24 ;/60,00 
209,30 ;210,00 ;60,12 ;/60,00 
208,84 ;210,00 ;59,97 ;/60,00 
208,47 ;210,00 ;59,80 ;/60,00 
208,78 ;210,00 ;59,87 ;/60,00 
208,88 ;210,00 ;60,09 ;/60,00 
209,38 ;210,00 ;60,27 ;/60,00 
210,01 ;210,00 ;60,31 ;/60,00 
210,58 ;210,00 ;60,41 ;/60,00 
211,36 ;210,00 ;60,45 ;/60,00 
211,29 ;210,00 ;60,32 ;/60,00 
211,33 ;210,00 ;60,32 ;/60,00 
211,06 ;210,00 ;60,23 ;/60,00 
210,46 ;210,00 ;60,08 ;/60,00 
210,13 ;210,00 ;59,97 ;/60,00 
209,60 ;210,00 ;59,87 ;/60,00 
208,81 ;210,00 ;59,77 ;/60,00 
208,91 ;210,00 ;59,83 ;/60,00 
208,63 ;210,00 ;60,07 ;/60,00 
208,75 ;210,00 ;60,28 ;/60,00 
209,52 ;210,00 ;60,63 ;/60,00 
209,98 ;210,00 ;60,86 ;/60,00 
210,58 ;210,00 ;61,20 ;/60,00 
211,36 ;210,00 ;61,24 ;/60,00 
211,14 ;210,00 ;61,24 ;/60,00 
211,48 ;210,00 ;61,25 ;/60,00 
211,21 ;210,00 ;61,06 ;/60,00 
210,61 ;210,00 ;60,98 ;/60,00 
210,24 ;210,00 ;60,87 ;/60,00 
209,49 ;210,00 ;60,79 ;/60,00 
208,88 ;210,00 ;60,64 ;/60,00 
208,69 ;210,00 ;60,52 ;/60,00 
208,78 ;210,00 ;60,38 ;/60,00 
209,00 ;210,00 ;60,28 ;/60,00 
209,08 ;210,00 ;60,09 ;/60,00 
209,79 ;210,00 ;60,09 ;/60,00 
210,39 ;210,00 ;59,93 ;/60,00 
211,06 ;210,00 ;59,97 ;/60,00 
211,14 ;210,00 ;60,16 ;/60,00 
211,25 ;210,00 ;60,36 ;/60,00 
211,29 ;210,00 ;60,54 ;/60,00 
210,69 ;210,00 ;60,52 ;/60,00 
210,31 ;210,00 ;60,56 ;/60,00 
209,56 ;210,00 ;60,51 ;/60,00 
208,88 ;210,00 ;60,36 ;/60,00 
208,69 ;210,00 ;60,24 ;/60,00 
208,66 ;210,00 ;60,19 ;/60,00 
208,91 ;210,00 ;60,08 ;/60,00 
209,30 ;210,00 ;60,07 ;/60,00 
209,94 ;210,00 ;59,97 ;/60,00 
210,54 ;210,00 ;59,87 ;/60,00 
211,18 ;210,00 ;59,71 ;/60,00 
211,29 ;210,00 ;59,77 ;/60,00 
211,29 ;210,00 ;59,88 ;/60,00 
211,06 ;210,00 ;60,05 ;/60,00 
210,43 ;210,00 ;60,39 ;/60,00 
209,86 ;210,00 ;60,74 ;/60,00 
209,26 ;210,00 ;61,01 ;/60,00 
208,97 ;210,00 ;61,19 ;/60,00 
208,69 ;210,00 ;61,25 ;/60,00 
208,63 ;210,00 ;61,28 ;/60,00 
208,97 ;210,00 ;61,17 ;/60,00 
209,38 ;210,00 ;61,05 ;/60,00 
209,94 ;210,00 ;60,93 ;/60,00 
210,50 ;210,00 ;60,86 ;/60,00 
211,02 ;210,00 ;60,76 ;/60,00 
211,36 ;210,00 ;60,64 ;/60,00 
211,21 ;210,00 ;60,58 ;/60,00 
210,95 ;210,00 ;60,42 ;/60,00 
210,35 ;210,00 ;60,29 ;/60,00 
209,98 ;210,00 ;60,14 ;/60,00 
209,30 ;210,00 ;60,09 ;/60,00 
208,75 ;210,00 ;59,97 ;/60,00 
208,66 ;210,00 ;59,90 ;/60,00 
208,75 ;210,00 ;59,87 ;/60,00 
208,94 ;210,00 ;59,83 ;/60,00 
209,49 ;210,00 ;60,03 ;/60,00 
209,83 ;210,00 ;60,23 ;/60,00 
210,65 ;210,00 ;60,39 ;/60,00 
211,18 ;210,00 ;60,38 ;/60,00 
211,51 ;210,00 ;60,29 ;/60,00 
211,44 ;210,00 ;60,28 ;/60,00 
211,21 ;210,00 ;60,31 ;/60,00 
210,58 ;210,00 ;60,23 ;/60,00 
209,90 ;210,00 ;60,08 ;/60,00 
209,30 ;210,00 ;59,97 ;/60,00 
208,94 ;210,00 ;59,90 ;/60,00 
208,84 ;210,00 ;59,79 ;/60,00 
209,11 ;210,00 ;59,95 ;/60,00 
209,41 ;210,00 ;59,97 ;/60,00 
209,60 ;210,00 ;60,35 ;/60,00 
210,09 ;210,00 ;60,59 ;/60,00 
210,50 ;210,00 ;60,89 ;/60,00 
210,95 ;210,00 ;61,15 ;/60,00 
211,10 ;210,00 ;61,31 ;/60,00 
210,95 ;210,00 ;61,31 ;/60,00 
210,73 ;210,00 ;61,25 ;/60,00 
210,46 ;210,00 ;61,11 ;/60,00 
209,94 ;210,00 ;61,00 ;/60,00 
209,19 ;210,00 ;60,87 ;/60,00 
208,97 ;210,00 ;60,78 ;/60,00 
208,94 ;210,00 ;60,66 ;/60,00 
209,00 ;210,00 ;60,56 ;/60,00 
209,23 ;210,00 ;60,52 ;/60,00 
209,75 ;210,00 ;60,36 ;/60,00 
210,05 ;210,00 ;60,23 ;/60,00 
210,69 ;210,00 ;60,17 ;/60,00 
211,06 ;210,00 ;60,01 ;/60,00 
211,02 ;210,00 ;59,99 ;/60,00 
210,80 ;210,00 ;59,80 ;/60,00 
210,80 ;210,00 ;59,79 ;/60,00 
210,05 ;210,00 ;59,97 ;/60,00 
209,79 ;210,00 ;60,16 ;/60,00 
209,52 ;210,00 ;60,20 ;/60,00 
209,19 ;210,00 ;60,42 ;/60,00 
209,11 ;210,00 ;60,41 ;/60,00 
209,19 ;210,00 ;60,39 ;/60,00 
209,56 ;210,00 ;60,30 ;/60,00 
209,90 ;210,00 ;60,20 ;/60,00 
210,39 ;210,00 ;60,15 ;/60,00 
210,91 ;210,00 ;60,03 ;/60,00 
210,95 ;210,00 ;60,00 ;/60,00 
210,95 ;210,00 ;59,80 ;/60,00 
210,80 ;210,00 ;59,84 ;/60,00 
210,58 ;210,00 ;60,01 ;/60,00 
209,94 ;210,00 ;60,28 ;/60,00 
209,64 ;210,00 ;60,37 ;/60,00 
209,38 ;210,00 ;60,51 ;/60,00 
209,08 ;210,00 ;60,43 ;/60,00 
209,11 ;210,00 ;60,39 ;/60,00 
209,11 ;210,00 ;60,29 ;/60,00 
209,56 ;210,00 ;60,23 ;/60,00 
